Series,Status,Apps.,Part Number,Previous Part Number,Capacitance,Size(LxW),T(max),Rated Volt.[Vdc],Temperature Characteristic,Cap. Tole.,tanδ(max) [%],Q(min),Temp.[℃],Case Size(EIA/JIS),Dimension L,Dimension W,Dimension T,Standard Quantity,RoHS,Q200
Multilayer Ceramic Capacitors (Temperature compensating type) for Automotive Body & Chassis and Infotainment,Mass Production,"(C)Auto. (Body, Info.)",MCASU105SCG101JFNA1J,UMK105CG101JVHF,100 pF,1.0x0.5,0.55,50,C0G/CG,± 5 %,,1000,-55 to +125,0402/1005,1.0 ±0.05,0.5 ±0.05,0.5 ±0.05,Taping Paper 10000pcs,RoHS compliance,
Multilayer Ceramic Capacitors (Temperature compensating type) for Automotive Body & Chassis and Infotainment,Mass Production,"(C)Auto. (Body, Info.)",MCASU105SCG121JFNA1J,UMK105CG121JVHF,120 pF,1.0x0.5,0.55,50,C0G/CG,± 5 %,,1000,-55 to +125,0402/1005,1.0 ±0.05,0.5 ±0.05,0.5 ±0.05,Taping Paper 10000pcs,RoHS compliance,
Multilayer Ceramic Capacitors (Temperature compensating type) for Automotive Body & Chassis and Infotainment,Mass Production,"(C)Auto. (Body, Info.)",MCASU105SCG151JFNA1J,UMK105CG151JVHF,150 pF,1.0x0.5,0.55,50,C0G/CG,± 5 %,,1000,-55 to +125,0402/1005,1.0 ±0.05,0.5 ±0.05,0.5 ±0.05,Taping Paper 10000pcs,RoHS compliance,
Multilayer Ceramic Capacitors (Temperature compensating type) for Automotive Body & Chassis and Infotainment,Mass Production,"(C)Auto. (Body, Info.)",MCASU105SCG181JFNA1J,UMK105CG181JVHF,180 pF,1.0x0.5,0.55,50,C0G/CG,± 5 %,,1000,-55 to +125,0402/1005,1.0 ±0.05,0.5 ±0.05,0.5 ±0.05,Taping Paper 10000pcs,RoHS compliance,
Multilayer Ceramic Capacitors (Temperature compensating type) for Automotive Body & Chassis and Infotainment,Mass Production,"(C)Auto. (Body, Info.)",MCASU105SCG221JFNA1J,UMK105CG221JVHF,220 pF,1.0x0.5,0.55,50,C0G/CG,± 5 %,,1000,-55 to +125,0402/1005,1.0 ±0.05,0.5 ±0.05,0.5 ±0.05,Taping Paper 10000pcs,RoHS compliance,
Multilayer Ceramic Capacitors (Temperature compensating type) for Automotive Body & Chassis and Infotainment,Mass Production,"(C)Auto. (Body, Info.)",MCASU105SCG271JFNA1J,UMK105CG271JVHF,270 pF,1.0x0.5,0.55,50,C0G/CG,± 5 %,,1000,-55 to +125,0402/1005,1.0 ±0.05,0.5 ±0.05,0.5 ±0.05,Taping Paper 10000pcs,RoHS compliance,
Multilayer Ceramic Capacitors (Temperature compensating type) for Automotive Body & Chassis and Infotainment,Mass Production,"(C)Auto. (Body, Info.)",MCASU105SCG331JFNA1J,UMK105CG331JVHF,330 pF,1.0x0.5,0.55,50,C0G/CG,± 5 %,,1000,-55 to +125,0402/1005,1.0 ±0.05,0.5 ±0.05,0.5 ±0.05,Taping Paper 10000pcs,RoHS compliance,
Multilayer Ceramic Capacitors (Temperature compensating type) for Automotive Body & Chassis and Infotainment,Mass Production,"(C)Auto. (Body, Info.)",MCASU105SCG391JFNA1J,UMK105CG391JVHF,390 pF,1.0x0.5,0.55,50,C0G/CG,± 5 %,,1000,-55 to +125,0402/1005,1.0 ±0.05,0.5 ±0.05,0.5 ±0.05,Taping Paper 10000pcs,RoHS compliance,
Multilayer Ceramic Capacitors (Temperature compensating type) for Automotive Body & Chassis and Infotainment,Mass Production,"(C)Auto. (Body, Info.)",MCASU105SCG471JFNA1J,UMK105CG471JVHF,470 pF,1.0x0.5,0.55,50,C0G/CG,± 5 %,,1000,-55 to +125,0402/1005,1.0 ±0.05,0.5 ±0.05,0.5 ±0.05,Taping Paper 10000pcs,RoHS compliance,
Multilayer Ceramic Capacitors (Temperature compensating type) for Automotive Body & Chassis and Infotainment,Mass Production,"(C)Auto. (Body, Info.)",MCASU105SCG561JFNA1J,UMK105CG561JVHF,560 pF,1.0x0.5,0.55,50,C0G/CG,± 5 %,,1000,-55 to +125,0402/1005,1.0 ±0.05,0.5 ±0.05,0.5 ±0.05,Taping Paper 10000pcs,RoHS compliance,
Multilayer Ceramic Capacitors (Temperature compensating type) for Automotive Body & Chassis and Infotainment,Mass Production,"(C)Auto. (Body, Info.)",MCASU105SCG681JFNA1J,UMK105CG681JVHF,680 pF,1.0x0.5,0.55,50,C0G/CG,± 5 %,,1000,-55 to +125,0402/1005,1.0 ±0.05,0.5 ±0.05,0.5 ±0.05,Taping Paper 10000pcs,RoHS compliance,
Multilayer Ceramic Capacitors (Temperature compensating type) for Automotive Body & Chassis and Infotainment,Mass Production,"(C)Auto. (Body, Info.)",MCASU105SCG821JFNA1J,UMK105CG821JVHF,820 pF,1.0x0.5,0.55,50,C0G/CG,± 5 %,,1000,-55 to +125,0402/1005,1.0 ±0.05,0.5 ±0.05,0.5 ±0.05,Taping Paper 10000pcs,RoHS compliance,
Multilayer Ceramic Capacitors (Temperature compensating type) for Automotive Body & Chassis and Infotainment,Mass Production,"(C)Auto. (Body, Info.)",MCASU105SCG102JFNA1J,UMK105CG102JVHF,1000 pF,1.0x0.5,0.55,50,C0G/CG,± 5 %,,1000,-55 to +125,0402/1005,1.0 ±0.05,0.5 ±0.05,0.5 ±0.05,Taping Paper 10000pcs,RoHS compliance,
Multilayer Ceramic Capacitors (High dielectric type) for Telecommunications Infrastructure and Industrial Equipment,Mass Production,"(B)Telecom-Infrastructure, Industrial",MBASU105SB5104KFNA18,UMK105BJ104KV8F,0.1 uF,1.0x0.5,0.55,50,X5R,± 10 %,10,,-55 to +85,0402/1005,1.0 ±0.05,0.5 ±0.05,0.5 ±0.05,Taping Paper 10000pcs,RoHS compliance,
Multilayer Ceramic Capacitors (High dielectric type) for Telecommunications Infrastructure and Industrial Equipment,Mass Production,"(B)Telecom-Infrastructure, Industrial",MBASU105SB5104MFNA18,UMK105BJ104MV8F,0.1 uF,1.0x0.5,0.55,50,X5R,± 20 %,10,,-55 to +85,0402/1005,1.0 ±0.05,0.5 ±0.05,0.5 ±0.05,Taping Paper 10000pcs,RoHS compliance,
Multilayer Ceramic Capacitors (High dielectric type) for Telecommunications Infrastructure and Industrial Equipment,Mass Production,"(B)Telecom-Infrastructure, Industrial",MBASU105SB5473KFNA18,UMK105BJ473KV8F,0.047 uF,1.0x0.5,0.55,50,X5R,± 10 %,5,,-55 to +85,0402/1005,1.0 ±0.05,0.5 ±0.05,0.5 ±0.05,Taping Paper 10000pcs,RoHS compliance,
Multilayer Ceramic Capacitors (High dielectric type) for Telecommunications Infrastructure and Industrial Equipment,Mass Production,"(B)Telecom-Infrastructure, Industrial",MBASU105SB5473MFNA18,UMK105BJ473MV8F,0.047 uF,1.0x0.5,0.55,50,X5R,± 20 %,5,,-55 to +85,0402/1005,1.0 ±0.05,0.5 ±0.05,0.5 ±0.05,Taping Paper 10000pcs,RoHS compliance,
Multilayer Ceramic Capacitors (High dielectric type) for Telecommunications Infrastructure and Industrial Equipment,Mass Production,"(B)Telecom-Infrastructure, Industrial",MBASU105SB5223KFNA18,UMK105BJ223KV8F,0.022 uF,1.0x0.5,0.55,50,X5R,± 10 %,5,,-55 to +85,0402/1005,1.0 ±0.05,0.5 ±0.05,0.5 ±0.05,Taping Paper 10000pcs,RoHS compliance,
Multilayer Ceramic Capacitors (High dielectric type) for Telecommunications Infrastructure and Industrial Equipment,Mass Production,"(B)Telecom-Infrastructure, Industrial",MBASU105SB5223MFNA18,UMK105BJ223MV8F,0.022 uF,1.0x0.5,0.55,50,X5R,± 20 %,5,,-55 to +85,0402/1005,1.0 ±0.05,0.5 ±0.05,0.5 ±0.05,Taping Paper 10000pcs,RoHS compliance,
Multilayer Ceramic Capacitors (High dielectric type) for Telecommunications Infrastructure and Industrial Equipment,Mass Production,"(B)Telecom-Infrastructure, Industrial",MBASU105SB5103KFNA18,UMK105BJ103KV8F,0.01 uF,1.0x0.5,0.55,50,X5R,± 10 %,3.5,,-55 to +85,0402/1005,1.0 ±0.05,0.5 ±0.05,0.5 ±0.05,Taping Paper 10000pcs,RoHS compliance,
Multilayer Ceramic Capacitors (High dielectric type) for Telecommunications Infrastructure and Industrial Equipment,Mass Production,"(B)Telecom-Infrastructure, Industrial",MBASU105SB5103MFNA18,UMK105BJ103MV8F,0.01 uF,1.0x0.5,0.55,50,X5R,± 20 %,3.5,,-55 to +85,0402/1005,1.0 ±0.05,0.5 ±0.05,0.5 ±0.05,Taping Paper 10000pcs,RoHS compliance,
Multilayer Ceramic Capacitors (High dielectric type) for Telecommunications Infrastructure and Industrial Equipment,Mass Production,"(B)Telecom-Infrastructure, Industrial",MBASU105SB5682KFNA18,UMK105BJ682KV8F,6800 pF,1.0x0.5,0.55,50,X5R,± 10 %,2.5,,-55 to +85,0402/1005,1.0 ±0.05,0.5 ±0.05,0.5 ±0.05,Taping Paper 10000pcs,RoHS compliance,
Multilayer Ceramic Capacitors (High dielectric type) for Telecommunications Infrastructure and Industrial Equipment,Mass Production,"(B)Telecom-Infrastructure, Industrial",MBASU105SB5682MFNA18,UMK105BJ682MV8F,6800 pF,1.0x0.5,0.55,50,X5R,± 20 %,2.5,,-55 to +85,0402/1005,1.0 ±0.05,0.5 ±0.05,0.5 ±0.05,Taping Paper 10000pcs,RoHS compliance,
Multilayer Ceramic Capacitors (High dielectric type) for Telecommunications Infrastructure and Industrial Equipment,Mass Production,"(B)Telecom-Infrastructure, Industrial",MBASU105SB5472KFNA18,UMK105BJ472KV8F,4700 pF,1.0x0.5,0.55,50,X5R,± 10 %,2.5,,-55 to +85,0402/1005,1.0 ±0.05,0.5 ±0.05,0.5 ±0.05,Taping Paper 10000pcs,RoHS compliance,
Multilayer Ceramic Capacitors (High dielectric type) for Telecommunications Infrastructure and Industrial Equipment,Mass Production,"(B)Telecom-Infrastructure, Industrial",MBASU105SB5472MFNA18,UMK105BJ472MV8F,4700 pF,1.0x0.5,0.55,50,X5R,± 20 %,2.5,,-55 to +85,0402/1005,1.0 ±0.05,0.5 ±0.05,0.5 ±0.05,Taping Paper 10000pcs,RoHS compliance,
Multilayer Ceramic Capacitors (High dielectric type) for Telecommunications Infrastructure and Industrial Equipment,Mass Production,"(B)Telecom-Infrastructure, Industrial",MBASU105SB5332KFNA18,UMK105BJ332KV8F,3300 pF,1.0x0.5,0.55,50,X5R,± 10 %,2.5,,-55 to +85,0402/1005,1.0 ±0.05,0.5 ±0.05,0.5 ±0.05,Taping Paper 10000pcs,RoHS compliance,
Multilayer Ceramic Capacitors (High dielectric type) for Telecommunications Infrastructure and Industrial Equipment,Mass Production,"(B)Telecom-Infrastructure, Industrial",MBASU105SB5332MFNA18,UMK105BJ332MV8F,3300 pF,1.0x0.5,0.55,50,X5R,± 20 %,2.5,,-55 to +85,0402/1005,1.0 ±0.05,0.5 ±0.05,0.5 ±0.05,Taping Paper 10000pcs,RoHS compliance,
Multilayer Ceramic Capacitors (High dielectric type) for Telecommunications Infrastructure and Industrial Equipment,Mass Production,"(B)Telecom-Infrastructure, Industrial",MBASU105SB5222KFNA18,UMK105BJ222KV8F,2200 pF,1.0x0.5,0.55,50,X5R,± 10 %,2.5,,-55 to +85,0402/1005,1.0 ±0.05,0.5 ±0.05,0.5 ±0.05,Taping Paper 10000pcs,RoHS compliance,
Multilayer Ceramic Capacitors (High dielectric type) for Telecommunications Infrastructure and Industrial Equipment,Mass Production,"(B)Telecom-Infrastructure, Industrial",MBASU105SB5222MFNA18,UMK105BJ222MV8F,2200 pF,1.0x0.5,0.55,50,X5R,± 20 %,2.5,,-55 to +85,0402/1005,1.0 ±0.05,0.5 ±0.05,0.5 ±0.05,Taping Paper 10000pcs,RoHS compliance,
Multilayer Ceramic Capacitors (High dielectric type) for Telecommunications Infrastructure and Industrial Equipment,Mass Production,"(B)Telecom-Infrastructure, Industrial",MBASU105SB5152KFNA18,UMK105BJ152KV8F,1500 pF,1.0x0.5,0.55,50,X5R,± 10 %,2.5,,-55 to +85,0402/1005,1.0 ±0.05,0.5 ±0.05,0.5 ±0.05,Taping Paper 10000pcs,RoHS compliance,
Multilayer Ceramic Capacitors (High dielectric type) for Telecommunications Infrastructure and Industrial Equipment,Mass Production,"(B)Telecom-Infrastructure, Industrial",MBASU105SB5152MFNA18,UMK105BJ152MV8F,1500 pF,1.0x0.5,0.55,50,X5R,± 20 %,2.5,,-55 to +85,0402/1005,1.0 ±0.05,0.5 ±0.05,0.5 ±0.05,Taping Paper 10000pcs,RoHS compliance,
Multilayer Ceramic Capacitors (High dielectric type) for Telecommunications Infrastructure and Industrial Equipment,Mass Production,"(B)Telecom-Infrastructure, Industrial",MBASU105SB5102KFNA18,UMK105BJ102KV8F,1000 pF,1.0x0.5,0.55,50,X5R,± 10 %,2.5,,-55 to +85,0402/1005,1.0 ±0.05,0.5 ±0.05,0.5 ±0.05,Taping Paper 10000pcs,RoHS compliance,
Multilayer Ceramic Capacitors (High dielectric type) for Telecommunications Infrastructure and Industrial Equipment,Mass Production,"(B)Telecom-Infrastructure, Industrial",MBASU105SB5102MFNA18,UMK105BJ102MV8F,1000 pF,1.0x0.5,0.55,50,X5R,± 20 %,2.5,,-55 to +85,0402/1005,1.0 ±0.05,0.5 ±0.05,0.5 ±0.05,Taping Paper 10000pcs,RoHS compliance,
Multilayer Ceramic Capacitors (High dielectric type) for Telecommunications Infrastructure and Industrial Equipment,Mass Production,"(B)Telecom-Infrastructure, Industrial",MBASU105SB5471KFNA18,UMK105BJ471KV8F,470 pF,1.0x0.5,0.55,50,X5R,± 10 %,2.5,,-55 to +85,0402/1005,1.0 ±0.05,0.5 ±0.05,0.5 ±0.05,Taping Paper 10000pcs,RoHS compliance,
Multilayer Ceramic Capacitors (High dielectric type) for Telecommunications Infrastructure and Industrial Equipment,Mass Production,"(B)Telecom-Infrastructure, Industrial",MBASU105SB5471MFNA18,UMK105BJ471MV8F,470 pF,1.0x0.5,0.55,50,X5R,± 20 %,2.5,,-55 to +85,0402/1005,1.0 ±0.05,0.5 ±0.05,0.5 ±0.05,Taping Paper 10000pcs,RoHS compliance,
Multilayer Ceramic Capacitors (High dielectric type) for Telecommunications Infrastructure and Industrial Equipment,Mass Production,"(B)Telecom-Infrastructure, Industrial",MBASU105SB7104KFNA18,UMK105B7104KV8F,0.1 uF,1.0x0.5,0.55,50,X7R,± 10 %,10,,-55 to +125,0402/1005,1.0 ±0.05,0.5 ±0.05,0.5 ±0.05,Taping Paper 10000pcs,RoHS compliance,
Multilayer Ceramic Capacitors (High dielectric type) for Telecommunications Infrastructure and Industrial Equipment,Mass Production,"(B)Telecom-Infrastructure, Industrial",MBASU105SB7104MFNA18,UMK105B7104MV8F,0.1 uF,1.0x0.5,0.55,50,X7R,± 20 %,10,,-55 to +125,0402/1005,1.0 ±0.05,0.5 ±0.05,0.5 ±0.05,Taping Paper 10000pcs,RoHS compliance,
Multilayer Ceramic Capacitors (High dielectric type) for Telecommunications Infrastructure and Industrial Equipment,Mass Production,"(B)Telecom-Infrastructure, Industrial",MBASU105SB7473KFNA18,UMK105B7473KV8F,0.047 uF,1.0x0.5,0.55,50,X7R,± 10 %,10,,-55 to +125,0402/1005,1.0 ±0.05,0.5 ±0.05,0.5 ±0.05,Taping Paper 10000pcs,RoHS compliance,
Multilayer Ceramic Capacitors (High dielectric type) for Telecommunications Infrastructure and Industrial Equipment,Mass Production,"(B)Telecom-Infrastructure, Industrial",MBASU105SB7473MFNA18,UMK105B7473MV8F,0.047 uF,1.0x0.5,0.55,50,X7R,± 20 %,10,,-55 to +125,0402/1005,1.0 ±0.05,0.5 ±0.05,0.5 ±0.05,Taping Paper 10000pcs,RoHS compliance,
Multilayer Ceramic Capacitors (High dielectric type) for Telecommunications Infrastructure and Industrial Equipment,Mass Production,"(B)Telecom-Infrastructure, Industrial",MBASU105SB7333KFCA18,UMK105B7333KV8FE,0.033 uF,1.0x0.5,0.55,50,X7R,± 10 %,3.5,,-55 to +125,0402/1005,1.0 ±0.05,0.5 ±0.05,0.5 ±0.05,Taping Paper 10000pcs,RoHS compliance,
Multilayer Ceramic Capacitors (High dielectric type) for Telecommunications Infrastructure and Industrial Equipment,Mass Production,"(B)Telecom-Infrastructure, Industrial",MBASU105SB7333MFCA18,UMK105B7333MV8FE,0.033 uF,1.0x0.5,0.55,50,X7R,± 20 %,3.5,,-55 to +125,0402/1005,1.0 ±0.05,0.5 ±0.05,0.5 ±0.05,Taping Paper 10000pcs,RoHS compliance,
Multilayer Ceramic Capacitors (High dielectric type) for Telecommunications Infrastructure and Industrial Equipment,Mass Production,"(B)Telecom-Infrastructure, Industrial",MBASU105SB7223KFNA18,UMK105B7223KV8F,0.022 uF,1.0x0.5,0.55,50,X7R,± 10 %,10,,-55 to +125,0402/1005,1.0 ±0.05,0.5 ±0.05,0.5 ±0.05,Taping Paper 10000pcs,RoHS compliance,
Multilayer Ceramic Capacitors (High dielectric type) for Telecommunications Infrastructure and Industrial Equipment,Mass Production,"(B)Telecom-Infrastructure, Industrial",MBASU105SB7223MFNA18,UMK105B7223MV8F,0.022 uF,1.0x0.5,0.55,50,X7R,± 20 %,10,,-55 to +125,0402/1005,1.0 ±0.05,0.5 ±0.05,0.5 ±0.05,Taping Paper 10000pcs,RoHS compliance,
Multilayer Ceramic Capacitors (High dielectric type) for Telecommunications Infrastructure and Industrial Equipment,Mass Production,"(B)Telecom-Infrastructure, Industrial",MBASU105SB7153KFCA18,UMK105B7153KV8FE,0.015 uF,1.0x0.5,0.55,50,X7R,± 10 %,3.5,,-55 to +125,0402/1005,1.0 ±0.05,0.5 ±0.05,0.5 ±0.05,Taping Paper 10000pcs,RoHS compliance,
Multilayer Ceramic Capacitors (High dielectric type) for Telecommunications Infrastructure and Industrial Equipment,Mass Production,"(B)Telecom-Infrastructure, Industrial",MBASU105SB7153MFCA18,UMK105B7153MV8FE,0.015 uF,1.0x0.5,0.55,50,X7R,± 20 %,3.5,,-55 to +125,0402/1005,1.0 ±0.05,0.5 ±0.05,0.5 ±0.05,Taping Paper 10000pcs,RoHS compliance,
Multilayer Ceramic Capacitors (High dielectric type) for Telecommunications Infrastructure and Industrial Equipment,Mass Production,"(B)Telecom-Infrastructure, Industrial",MBASU105SB7103KFNA18,UMK105B7103KV8F,0.01 uF,1.0x0.5,0.55,50,X7R,± 10 %,3.5,,-55 to +125,0402/1005,1.0 ±0.05,0.5 ±0.05,0.5 ±0.05,Taping Paper 10000pcs,RoHS compliance,
Multilayer Ceramic Capacitors (High dielectric type) for Telecommunications Infrastructure and Industrial Equipment,Mass Production,"(B)Telecom-Infrastructure, Industrial",MBASU105SB7103MFNA18,UMK105B7103MV8F,0.01 uF,1.0x0.5,0.55,50,X7R,± 20 %,3.5,,-55 to +125,0402/1005,1.0 ±0.05,0.5 ±0.05,0.5 ±0.05,Taping Paper 10000pcs,RoHS compliance,
Multilayer Ceramic Capacitors (High dielectric type) for Telecommunications Infrastructure and Industrial Equipment,Mass Production,"(B)Telecom-Infrastructure, Industrial",MBASU105SB7682KFNA18,UMK105B7682KV8F,6800 pF,1.0x0.5,0.55,50,X7R,± 10 %,2.5,,-55 to +125,0402/1005,1.0 ±0.05,0.5 ±0.05,0.5 ±0.05,Taping Paper 10000pcs,RoHS compliance,
Multilayer Ceramic Capacitors (High dielectric type) for Telecommunications Infrastructure and Industrial Equipment,Mass Production,"(B)Telecom-Infrastructure, Industrial",MBASU105SB7682MFNA18,UMK105B7682MV8F,6800 pF,1.0x0.5,0.55,50,X7R,± 20 %,2.5,,-55 to +125,0402/1005,1.0 ±0.05,0.5 ±0.05,0.5 ±0.05,Taping Paper 10000pcs,RoHS compliance,
Multilayer Ceramic Capacitors (High dielectric type) for Telecommunications Infrastructure and Industrial Equipment,Mass Production,"(B)Telecom-Infrastructure, Industrial",MBASU105SB7472KFNA18,UMK105B7472KV8F,4700 pF,1.0x0.5,0.55,50,X7R,± 10 %,2.5,,-55 to +125,0402/1005,1.0 ±0.05,0.5 ±0.05,0.5 ±0.05,Taping Paper 10000pcs,RoHS compliance,
Multilayer Ceramic Capacitors (High dielectric type) for Telecommunications Infrastructure and Industrial Equipment,Mass Production,"(B)Telecom-Infrastructure, Industrial",MBASU105SB7472MFNA18,UMK105B7472MV8F,4700 pF,1.0x0.5,0.55,50,X7R,± 20 %,2.5,,-55 to +125,0402/1005,1.0 ±0.05,0.5 ±0.05,0.5 ±0.05,Taping Paper 10000pcs,RoHS compliance,
Multilayer Ceramic Capacitors (High dielectric type) for Telecommunications Infrastructure and Industrial Equipment,Mass Production,"(B)Telecom-Infrastructure, Industrial",MBASU105SB7332KFNA18,UMK105B7332KV8F,3300 pF,1.0x0.5,0.55,50,X7R,± 10 %,2.5,,-55 to +125,0402/1005,1.0 ±0.05,0.5 ±0.05,0.5 ±0.05,Taping Paper 10000pcs,RoHS compliance,
Multilayer Ceramic Capacitors (High dielectric type) for Telecommunications Infrastructure and Industrial Equipment,Mass Production,"(B)Telecom-Infrastructure, Industrial",MBASU105SB7332MFNA18,UMK105B7332MV8F,3300 pF,1.0x0.5,0.55,50,X7R,± 20 %,2.5,,-55 to +125,0402/1005,1.0 ±0.05,0.5 ±0.05,0.5 ±0.05,Taping Paper 10000pcs,RoHS compliance,
Multilayer Ceramic Capacitors (High dielectric type) for Telecommunications Infrastructure and Industrial Equipment,Mass Production,"(B)Telecom-Infrastructure, Industrial",MBASU105SB7222KFNA18,UMK105B7222KV8F,2200 pF,1.0x0.5,0.55,50,X7R,± 10 %,2.5,,-55 to +125,0402/1005,1.0 ±0.05,0.5 ±0.05,0.5 ±0.05,Taping Paper 10000pcs,RoHS compliance,
Multilayer Ceramic Capacitors (High dielectric type) for Telecommunications Infrastructure and Industrial Equipment,Mass Production,"(B)Telecom-Infrastructure, Industrial",MBASU105SB7222MFNA18,UMK105B7222MV8F,2200 pF,1.0x0.5,0.55,50,X7R,± 20 %,2.5,,-55 to +125,0402/1005,1.0 ±0.05,0.5 ±0.05,0.5 ±0.05,Taping Paper 10000pcs,RoHS compliance,
Multilayer Ceramic Capacitors (High dielectric type) for Telecommunications Infrastructure and Industrial Equipment,Mass Production,"(B)Telecom-Infrastructure, Industrial",MBASU105SB7152KFNA18,UMK105B7152KV8F,1500 pF,1.0x0.5,0.55,50,X7R,± 10 %,2.5,,-55 to +125,0402/1005,1.0 ±0.05,0.5 ±0.05,0.5 ±0.05,Taping Paper 10000pcs,RoHS compliance,
Multilayer Ceramic Capacitors (High dielectric type) for Telecommunications Infrastructure and Industrial Equipment,Mass Production,"(B)Telecom-Infrastructure, Industrial",MBASU105SB7152MFNA18,UMK105B7152MV8F,1500 pF,1.0x0.5,0.55,50,X7R,± 20 %,2.5,,-55 to +125,0402/1005,1.0 ±0.05,0.5 ±0.05,0.5 ±0.05,Taping Paper 10000pcs,RoHS compliance,
Multilayer Ceramic Capacitors (High dielectric type) for Telecommunications Infrastructure and Industrial Equipment,Mass Production,"(B)Telecom-Infrastructure, Industrial",MBASU105SB7102KFNA18,UMK105B7102KV8F,1000 pF,1.0x0.5,0.55,50,X7R,± 10 %,2.5,,-55 to +125,0402/1005,1.0 ±0.05,0.5 ±0.05,0.5 ±0.05,Taping Paper 10000pcs,RoHS compliance,
Multilayer Ceramic Capacitors (High dielectric type) for Telecommunications Infrastructure and Industrial Equipment,Mass Production,"(B)Telecom-Infrastructure, Industrial",MBASU105SB7102MFNA18,UMK105B7102MV8F,1000 pF,1.0x0.5,0.55,50,X7R,± 20 %,2.5,,-55 to +125,0402/1005,1.0 ±0.05,0.5 ±0.05,0.5 ±0.05,Taping Paper 10000pcs,RoHS compliance,
Multilayer Ceramic Capacitors (High dielectric type) for Telecommunications Infrastructure and Industrial Equipment,Mass Production,"(B)Telecom-Infrastructure, Industrial",MBASU105SB7681KFNA18,UMK105B7681KV8F,680 pF,1.0x0.5,0.55,50,X7R,± 10 %,2.5,,-55 to +125,0402/1005,1.0 ±0.05,0.5 ±0.05,0.5 ±0.05,Taping Paper 10000pcs,RoHS compliance,
Multilayer Ceramic Capacitors (High dielectric type) for Telecommunications Infrastructure and Industrial Equipment,Mass Production,"(B)Telecom-Infrastructure, Industrial",MBASU105SB7681MFNA18,UMK105B7681MV8F,680 pF,1.0x0.5,0.55,50,X7R,± 20 %,2.5,,-55 to +125,0402/1005,1.0 ±0.05,0.5 ±0.05,0.5 ±0.05,Taping Paper 10000pcs,RoHS compliance,
Multilayer Ceramic Capacitors (High dielectric type) for Telecommunications Infrastructure and Industrial Equipment,Mass Production,"(B)Telecom-Infrastructure, Industrial",MBASU105SB7471KFNA18,UMK105B7471KV8F,470 pF,1.0x0.5,0.55,50,X7R,± 10 %,2.5,,-55 to +125,0402/1005,1.0 ±0.05,0.5 ±0.05,0.5 ±0.05,Taping Paper 10000pcs,RoHS compliance,
Multilayer Ceramic Capacitors (High dielectric type) for Telecommunications Infrastructure and Industrial Equipment,Mass Production,"(B)Telecom-Infrastructure, Industrial",MBASU105SB7471MFNA18,UMK105B7471MV8F,470 pF,1.0x0.5,0.55,50,X7R,± 20 %,2.5,,-55 to +125,0402/1005,1.0 ±0.05,0.5 ±0.05,0.5 ±0.05,Taping Paper 10000pcs,RoHS compliance,
Multilayer Ceramic Capacitors (High dielectric type) for Telecommunications Infrastructure and Industrial Equipment,Mass Production,"(B)Telecom-Infrastructure, Industrial",MBASU105SB7331KFNA18,UMK105B7331KV8F,330 pF,1.0x0.5,0.55,50,X7R,± 10 %,2.5,,-55 to +125,0402/1005,1.0 ±0.05,0.5 ±0.05,0.5 ±0.05,Taping Paper 10000pcs,RoHS compliance,
Multilayer Ceramic Capacitors (High dielectric type) for Telecommunications Infrastructure and Industrial Equipment,Mass Production,"(B)Telecom-Infrastructure, Industrial",MBASU105SB7331MFNA18,UMK105B7331MV8F,330 pF,1.0x0.5,0.55,50,X7R,± 20 %,2.5,,-55 to +125,0402/1005,1.0 ±0.05,0.5 ±0.05,0.5 ±0.05,Taping Paper 10000pcs,RoHS compliance,
Multilayer Ceramic Capacitors (High dielectric type) for Telecommunications Infrastructure and Industrial Equipment,Mass Production,"(B)Telecom-Infrastructure, Industrial",MBASU105SB7221KFNA18,UMK105B7221KV8F,220 pF,1.0x0.5,0.55,50,X7R,± 10 %,2.5,,-55 to +125,0402/1005,1.0 ±0.05,0.5 ±0.05,0.5 ±0.05,Taping Paper 10000pcs,RoHS compliance,
